Call Sign,Radio Service Code,License Holder,FRN,Sprint Equivalent,Block,MHz,POPs,MHz-POPs,License Effective,License Expires,Pending Applications,Tribal License,Lease ID,Lessee Name,Lessee Sprint Equivalent,Lease Commenced,Lease Expires,License Contact,License Email,License Phone
WHR830,ED,DALLAS COLLEGE,0001673979,No,G,16.5,4407301,72720466,09/10/2020,08/31/2028,No,No,L000001182,"NSAC, LLC",Yes,10/26/2021,08/09/2025,"Robert C. Wendland, General Counsel",rwendland@dcccd.edu,(214)378-1703
WHR821,ED,NEW JERSEY PUBLIC BROADCASTING AUTHORITY,0004368007,No,G,22.5,2991648,67312080,05/02/2017,05/27/2027,No,No,L000041411,"WBSY Licensing, LLC",Yes,04/25/2020,05/27/2027,"Rick Williams, Deputy Director",Rick.Williams@treas.nj.gov,(609)777-5257
WHR832,ED,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",0003944311,No,G,22.5,467404,10516590,06/01/2017,05/27/2027,No,No,L000003938,"Transworld Telecom II, LLC",No,10/16/2008,11/14/2026,"Steven Waldman, Acad.Tech./Innovat.",SWaldman@csusb.edu,(909)537-7168
WHR827,ED,The Board of Trustees of the Leland Stanford Junior University,0007015191,No,C,22.5,664970,14961825,05/15/2019,07/29/2027,No,No,L000021031,Sprint Spectrum License Holder LLC,Yes,10/26/2021,07/29/2027,Scott Calvert,scalvert@stanford.edu,(650)736-7755
WHR831,ED,"Catholic Community Educational Services of Dallas, Inc.",0011509973,No,G,6.0,4408402,26450412,09/30/2021,05/27/2027,No,No,L000007723,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,05/27/2027,Annette G. Taylor,agtaylor@cathdal.org,(214)258-2240
WHR828,ED,WNET,0018265660,No,C,6.0,15075660,90453960,07/25/2018,04/08/2028,No,No,L000009902,NW Spectrum LLC,No,08/30/2012,04/08/2028,General Counsel,Feinberg@wnet.org,(212)560-6981
WHR833,ED,Clearwire Spectrum Holdings III LLC,0018399998,Yes,D,22.5,392433,8829742,02/03/2022,05/19/2027,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WHR834,ED,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",0003944311,No,A,22.5,465905,10482862,07/24/2017,07/29/2027,No,No,L000003936,"Transworld Telecom II, LLC",No,10/16/2008,11/14/2026,"Steven Waldman, Acad.Tech./Innovat.",SWaldman@csusb.edu,(909)537-7168
WHR839,ED,ARCHDIOCESE OF LOS ANGELES EDUCATION & WELFARE CORPORATION,0004119798,No,D,22.5,306548,6897330,08/30/2018,06/10/2027,No,No,L000019498,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,06/08/2022,DAVID G MOORE,dmoore@la-archdiocese.net,(213)637-7312
WHR845,ED,"The Roman Catholic Diocese of Rockville Centre, New York, Debtor-In-Possession",0006822977,No,G,22.5,1988099,44732228,,08/27/2027,No,No,L000042791,"WBSY Licensing, LLC",Yes,01/08/2021,08/27/2027,Joseph Perrone,,(516)538-8704
WHR842,ED,"Connecticut Public Broadcasting, Inc.",0003574662,No,G,11.0,1707284,18780124,02/11/2020,07/29/2027,No,No,L000000351,"NSAC, LLC",Yes,10/26/2021,01/23/2026,Meg Sakellarides,msakellarides@cptv.org,(860)275-7350
WHR841,ED,"Connecticut Public Broadcasting, Inc.",0003574662,No,D,11.5,1414596,16267854,02/11/2020,04/09/2028,No,No,L000000353,"NSAC, LLC",Yes,10/26/2021,01/23/2026,Meg Sakellarides,msakellarides@cptv.org,(860)275-7334
WHR853,ED,SW/WC Service Cooperative,0013478003,No,A,22.5,71745,1614262,08/04/2017,08/18/2027,No,No,L000007377,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,08/18/2027,Josh Sumption,josh.sumption@swsc.org,(507)537-2240
WHR854,ED,"CALIFORNIA STATE UNIVERSITY, FULLERTON",0006584346,No,B,22.5,3589200,80757000,10/19/2017,09/18/2027,No,No,L000033587,"NSAC, LLC",Yes,10/26/2021,01/22/2027,,btadesse@fullerton.edu,(657)278-8748
WHR838,ED,SCHOOL BOARD OF MANATEE COUNTY,0005020664,No,A,22.5,684380,15398550,07/10/2017,07/29/2027,No,No,L000007365,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,07/29/2027,NICK BACHELDER,bacheldn@manateeschools.net,(941)751-6550
WHR835,ED,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",0003944311,No,C,22.5,462772,10412370,03/28/2017,04/09/2027,No,No,L000003937,"Transworld Telecom II, LLC",No,10/16/2008,11/14/2026,"Steven Waldman, Acad.Tech./Innovat.",SWaldman@csusb.edu,(909)537-7168
WHR850,ED,WAUBONSEE COMMUNITY COLLEGE,0006490338,No,A,22.5,2076804,46728090,06/29/2017,07/28/2027,No,No,L000007915,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,07/28/2027,James K. Pike,jpike@waubonsee.edu,(630)466-2536
WHR864,ED,"EducationPlus Resources, Inc.",0006238901,No,G,11.5,2473896,28449804,10/25/2017,10/29/2027,No,No,L000008706,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,10/29/2027,Matt Goodman,mgoodman@edplus.org,(314)692-1273
WHR872,ED,Clearwire Spectrum Holdings III LLC,0018399998,Yes,D,22.5,3494585,78628162,02/13/2022,10/29/2027,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WHR847,ED,Sherburne Wright Educational Technology Cooperative,0007457773,No,G,22.5,396979,8932028,07/07/2017,07/13/2027,No,No,L000007774,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,07/13/2027,Director,,(763)682-4112
WHR877,ED,Florida Atlantic University Board of Trustees,0007984974,No,A,22.5,1457774,32799915,01/24/2018,02/04/2028,No,No,L000003747,"Clearwire Spectrum Holdings II, LLC",Yes,05/28/2008,02/04/2028,"Joanne Julia, Director IT",JJulia@fau.edu,(561)297-2114
WHR858,ED,JACKSONVILLE UNIVERSITY,0006974448,No,G,11.0,1351869,14870559,10/18/2017,08/27/2027,No,No,L000003877,"Clearwire Spectrum Holdings II, LLC",Yes,08/23/2008,08/27/2027,Tom Hall,thall5@ju.edu,(904)256-7715
WHR865,ED,MISSOURI BAPTIST UNIVERSITY,0007198906,No,G,11.0,2473896,27212856,10/19/2017,10/29/2027,No,No,L000007804,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,10/29/2027,KEN REVENAUGH,REVENAUG@MOBAP.EDU,(314)392-2356
WHR878,ED,PANHANDLE AREA EDUCATIONAL CONSORTIUM,0006279871,No,A,22.5,39749,894352,04/24/2020,04/13/2030,No,No,L000039230,"Fixed Wireless Holdings, LLC",Yes,10/23/2021,04/13/2030,Lucia Esquivel,lucia.esquivel@paec.org,(850)638-6131
WHR873,ED,SCHOOL BOARD OF MANATEE COUNTY,0005020664,No,G,22.5,590720,13291200,12/14/2017,11/24/2027,No,No,L000007364,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,11/24/2027,NICK BACHELDER,bacheldn@manateeschools.net,(941)751-6550
WHR866,ED,"FRIENDS OF WLRN, INC.",0008076770,No,B,22.5,2434421,54774472,11/27/2017,10/29/2027,No,No,L000003878,"Clearwire Spectrum Holdings II, LLC",Yes,08/23/2008,10/29/2027,Michael Jalali,mjalali@friendsofwlrn.org,(305)350-7977
WHR879,ED,Panhandle Area Educational Consortium,0006279871,No,A,22.5,99933,2248492,03/05/2018,02/04/2028,No,No,L000042717,SoniqWave Networks LLC,No,12/30/2020,09/18/2026,Lucia Esquivel,lucia.esquivel@paec.org,(850)638-6131
WHR881,ED,RICHARDSON INDEPENDENT SCHOOL DIST.,0001646983,No,D,22.5,2405303,54119318,02/04/2022,12/03/2031,No,No,L000007693,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,12/03/2031,,mia.martin@risd.org,(469)593-0341
WHR882,ED,RICHARDSON INDEPENDENT SCHOOL DIST,0001646983,No,A,11.5,4612874,53048051,11/04/2015,11/29/2025,No,No,L000007694,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,11/29/2025,Mia Martin,mia.martin@risd.org,(469)593-0341
WHR890,ED,METROPOLITAN COMMUNITY COLLEGE,0002386068,No,G,22.5,937908,21102930,06/02/2020,05/26/2030,No,No,L000022045,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,05/26/2030,Richard Hanneman,rhanneman@mccneb.edu,(531)622-2739
WHR883,ED,"The Source For Learning, Inc.",0004063491,No,C,22.5,2380195,53554388,04/02/2018,02/04/2028,No,No,L000000280,Clearwire Spectrum Holdings LLC,Yes,11/18/2005,02/04/2028,Lynn Rejniak,LRejniak@sflinc.org,(703)860-9200
WHR884,ED,SC EDUCATIONAL TELEVISION COMMISSION,0001861160,No,D,22.5,290333,6532492,02/15/2018,02/04/2028,No,No,L000041826,"WBSY Licensing, LLC",Yes,07/23/2020,02/04/2028,Vice President of Engineering,mjahnke@scetv.org,(803)737-3500
WHR885,ED,NATIONAL CONFERENCE ON CITIZENSHIP,0006106371,No,D,22.5,955433,21497242,11/14/2018,02/04/2028,No,No,L000042417,"WBSY Licensing, LLC",Yes,12/12/2020,02/04/2028,"Sterling Speirn, CEO",sspeirn@ncoc.org,(202)601-7096
WHR896,ED,Florida Atlantic University Board of Trustees,0007984974,No,B,22.5,1482944,33366240,03/27/2018,03/13/2028,No,No,L000003742,"Clearwire Spectrum Holdings II, LLC",Yes,05/28/2008,03/13/2028,"Joanne Julia, Dir Instr Tech",jjulia@fau.edu,(561)297-2114
WHR895,ED,Florida Atlantic University Board of Trustees,0007984974,No,A,22.5,1696415,38169338,03/27/2018,03/13/2028,No,No,L000003744,"Clearwire Spectrum Holdings II, LLC",Yes,05/28/2008,03/13/2028,"Joanne Julia, Dir Instr Tech",jjulia@fau.edu,(561)297-2114
WHR889,ED,Trustees of Indiana University,0005994272,No,G,22.5,216571,4872848,01/24/2020,03/13/2028,No,No,L000045006,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,03/13/2028,"Marianne Chitwood, Director",chitwood@iu.edu,(812)855-0614
WHR894,ED,Florida Atlantic University Board of Trustees,0007984974,No,A,22.5,1457774,32799915,03/27/2018,03/13/2028,No,No,L000003753,"Clearwire Spectrum Holdings II, LLC",Yes,05/30/2008,03/13/2028,"Joanne Julia, Dir Instr Tech",jjulia@fau.edu,(561)297-2114
WHR886,ED,"THE NORTHERN ARIZONA UNIVERSITY FOUNDATION, INC.",0005024237,No,G,22.5,956599,21523478,04/02/2018,02/04/2028,Yes,No,L000041208,"TDI Acquisition Sub, LLC",Yes,10/26/2021,02/04/2023,Cheryl Heitz,cheryl.heitz@nau.edu,(928)523-3711
WHR899,ED,Panhandle Area Educational Consortium,0006279871,No,D,22.5,215865,4856962,04/04/2017,09/18/2026,No,No,L000039229,"Fixed Wireless Holdings, LLC",Yes,10/23/2021,09/18/2026,Lele Sobey,lele.sobey@paec.org,(850)638-6131
WHR903,ED,DEL MAR COLLEGE,0001665538,No,G,22.5,468400,10539000,08/15/2018,04/27/2028,No,No,L000010451,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,04/27/2028,Augusto Alfonso,aalfonso@delmar.edu,(361)698-1305
WHR897,ED,Florida Atlantic University Board of Trustees,0007984974,No,C,22.5,2302054,51796215,03/27/2018,03/13/2028,No,No,L000003743,"Clearwire Spectrum Holdings II, LLC",Yes,05/28/2008,03/13/2028,"Joanne Julia, Dir Instr Tech",jjulia@fau.edu,(561)297-2114
WHR901,ED,Florida Atlantic University Board of Trustees,0007984974,No,C,22.5,1179689,26543002,03/27/2018,03/20/2028,No,No,L000003745,"Clearwire Spectrum Holdings II, LLC",Yes,05/28/2008,03/20/2028,"Joanne Julia, Dir Instr Tech",jjulia@fau.edu,(561)297-2114
WHR913,ED,WILLWOODS COMMUNITY,0017373960,No,G,22.5,1060417,23859382,08/01/2018,06/16/2028,No,No,L000043645,"WBSY Licensing, LLC",Yes,05/29/2021,06/16/2028,David Snowdy,dave@wlae.com,(504)234-8989
WHR905,ED,SW/WC Service Cooperative,0013478003,No,D,22.5,50610,1138725,05/01/2019,04/15/2029,No,No,L000007380,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,04/15/2029,Josh Sumption,josh.sumption@swsc.org,(507)537-2240
WHR904,ED,CARITAS TELECOMMUNICATIONS,0002967156,No,G,22.5,602398,13553955,01/24/2020,02/04/2028,No,No,L000031046,Pacific Lightwave Inc,No,04/27/2018,02/04/2028,Wilfrid C. Lemann,blemann@inlandbusinesslaw.com,(909)889-3691
WHR919,ED,"North American Catholic Educational Programming Foundation, Inc.",0006686018,No,C,22.5,4293529,96604402,01/29/2020,07/08/2028,No,No,L000000897,"Clearwire Spectrum Holdings II, LLC",Yes,08/25/2006,07/08/2028,Mr. John Primeau,jprimeau@nacepf.net,(401)934-1100
WHR912,ED,ST. BERNARD PARISH SCHOOL BOARD,0001705904,No,A,22.5,1001721,22538722,09/10/2018,06/02/2028,No,No,L000043668,"WBSY Licensing, LLC",Yes,06/02/2021,06/02/2028,"Conrad Browne, Jr.",cbrowne@sbpsb.org,(504)301-2000
WHR916,ED,Wayne County Regional Educational Service Agency,0007934185,No,C,11.5,4251850,48896275,09/06/2018,06/29/2028,No,No,L000001836,Community Telecommunications Network,No,03/21/2007,06/29/2028,Steven Ezikian,ezikias@resa.net,(734)334-1451
WHR917,ED,MARYLAND STATE DEPART OF EDUCATION,0008343311,No,D,22.5,2666145,59988262,09/04/2018,06/29/2028,No,No,L000002023,"Clearwire Spectrum Holdings II, LLC",Yes,06/02/2007,07/15/2027,"GREG TALLEY, TELECOM. COORD.",,(410)767-0075
WHR914,ED,MACOMB INTERMEDIATE SCHOOL DISTRICT,0006631766,No,B,11.5,4289564,49329986,08/21/2018,06/29/2028,No,No,L000001839,Community Telecommunications Network,No,03/21/2007,06/29/2028,Mark E. Cummins,mcummins@misd.net,(586)228-3401
WHR920,ED,CENTRAL CATHOLIC HIGH SCHOOL,0015068315,No,B,22.5,2227306,50114385,09/04/2018,07/20/2028,No,No,L000007358,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,07/20/2028,Mike Gaffney,mgaffney@cchs-satx.org,(210)225-6794
WHR915,ED,Detroit Educational Television Foundation,0002770360,No,DG,22.5,4178656,94019760,07/31/2018,06/29/2028,No,No,L000001838,Community Telecommunications Network,No,03/21/2007,06/29/2028,John Mark,jmark@dptv.org,(248)305-3760
WHR922,ED,LAKESHORE TECHNICAL COLLEGE,0002714921,No,B,11.5,212602,2444923,10/04/2018,08/08/2028,No,No,L000002196,"NSAC, LLC",Yes,10/26/2021,05/22/2027,MARLYN MEINNERT,marlyn.meinnert@gotoltc.edu,(920)693-1248
WHR925,ED,LOS RIOS COMMUNITY COLLEGE DISTRICT,0006653471,No,D,22.5,377591,8495798,11/13/2019,10/06/2029,No,No,L000009886,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,10/06/2029,Stephen McGloughlin,McGlous@CRC.losrios.edu,(916)691-7337
WHR927,ED,CARITAS TELECOMMUNICATIONS,0002967156,No,B,22.5,591605,13311112,12/13/2018,10/25/2028,No,No,L000026323,Pacific Lightwave Inc,No,02/09/2018,10/25/2028,Wilfrid C. Lemann,blemann@inlandbusinesslaw.com,(909)889-3691
WHR918,ED,"NEW ORLEANS ED'L TELECOM CONSORT, INC",0003803079,No,B,22.5,1001721,22538722,07/26/2018,07/01/2028,No,No,L000041409,"WBSY Licensing, LLC",Yes,04/24/2020,07/01/2028,Christopher Feltey,noetc@noetc.org,(504)524-0350
WHR921,ED,LAKESHORE TECHNICAL COLLEGE,0002714921,No,B,11.0,648116,7129276,10/04/2018,08/08/2028,No,No,L000002198,"NSAC, LLC",Yes,10/26/2021,05/22/2027,MARLYN MEINNERT,marlyn.meinnert@gotoltc.edu,(920)693-1248
WHR930,ED,"Hispanic Information and Telecommunications Network, Inc.",0006620348,No,B,22.5,872807,19638158,11/02/2018,09/29/2028,No,No,L000020085,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,05/01/2026,Jonathan Guerra,jguerra@hitn.org,(646)731-3630
WHR926,ED,BOARD OF TRUSTEES OF VINCENNES UNIVERSITY,0007205511,No,A,22.5,146211,3289748,01/17/2020,08/25/2028,No,No,L000008382,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,08/25/2028,"Marianne Chitwood, Director",chitwood@iu.edu,(812)855-0614
WHR928,ED,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,0001538784,No,BG,22.5,961551,21634898,08/16/2012,08/27/2022,No,No,L000002524,"NSAC, LLC",Yes,10/26/2021,08/27/2022,Connie Geraghty,Connie.Geraghty@ucop.edu,(510)987-0440
WHR931,ED,SoniqWave Networks LLC,0028951531,No,C,22.5,915466,20597985,06/22/2021,09/30/2028,No,No,No active leases,N/A,N/A,N/A,N/A,Henry Brennan,regulatory@soniqwave.com,(248)645-1483
WHR940,ED,HAMPTON ROADS EDUCATIONAL TELECOMMUNICATIONS ASSOCIATION,0002062511,No,G,22.5,1646884,37054890,04/03/2020,02/22/2030,No,No,L000041483,"TDI Acquisition Sub, LLC",Yes,10/26/2021,08/17/2026,Chris Gunnufsen,chris.gunnufsen@whro.org,(757)889-9400
WHR929,ED,SAN BERNARDINO COMMUNITY COLLEGE DISTRICT,0017510751,No,G,17.0,771423,13114191,11/19/2019,12/07/2029,No,No,L000007786,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,12/07/2029,Larry Strong,lstrong@sbccd.org,(909)382-4028
WHR939,ED,"GREATER DAYTON PUBLIC TV, INC.",0006842835,No,C,22.5,1233248,27748080,02/15/2019,11/03/2028,No,No,L000000197,"FIXED WIRELESS HOLDINGS, LLC",Yes,10/23/2021,06/16/2025,DAVID M FOGARTY,DFogarty@ThinkTV.org,(937)220-1600
WHR950,ED,NORTHCENTRAL TECHNICAL COLLEGE,0002715514,No,G,22.5,183914,4138065,10/06/2020,03/12/2029,No,No,No active leases,N/A,N/A,N/A,N/A,Jeremy Krautkramer,krautkramerj@ntc.edu,(715)675-3331
WHR954,ED,NICOLET AREA TECHNICAL COLLEGE,0018587204,No,C,22.5,94021,2115472,04/11/2019,03/12/2029,No,No,No active leases,N/A,N/A,N/A,N/A,"Greg Miljevich, CIO",gmiljevich@nicoletcollege.edu,(715)365-4486
WHR932,ED,TRIDENT TECHNICAL COLLEGE,0001884139,No,G,22.5,1098592,24718320,12/13/2018,10/25/2028,No,No,L000040827,"WBSY Licensing, LLC",Yes,02/28/2020,10/25/2028,Scott Poelker,Scott.Poelker@TridentTech.edu,(843)574-6198
WHR934,ED,BUTLER COUNTY COMMUNITY COLLEGE,0002329548,No,A,11.5,631522,7262503,12/28/2018,10/27/2028,No,No,L000022234,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,10/27/2028,Dr. Kimberly W. Krull,kkrull@butlercc.edu,(316)321-2222
WHR941,ED,HAMPTON ROADS EDUCATIONAL TELECOMMUNICATIONS ASSOCIATION,0002062511,No,A,22.5,1098229,24710152,04/03/2020,02/22/2030,No,No,L000041487,"TDI Acquisition Sub, LLC",Yes,10/26/2021,08/17/2026,Chris Gunnufsen,chris.gunnufsen@whro.org,(757)889-9400
WHR944,ED,Trustees of Indiana University,0005994272,No,G,22.5,285333,6419992,01/24/2020,07/19/2029,No,No,L000043665,"NSAC, LLC",Yes,10/26/2021,08/13/2028,"Marianne Chitwood, Director",chitwood@iu.edu,(812)855-0614
WHR962,ED,ARIZONA BOARD OF REGENTS FOR BENEFIT OF UNIVERSITY OF ARIZONA,0003732716,No,B,22.5,1021499,22983728,05/01/2019,04/22/2029,No,No,L000022684,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,04/22/2029,"John Hess, Chief Operating Officer",JHess@azpm.org,(520)621-3163
WHR953,ED,Trustees of Indiana University,0005994272,No,D,22.5,258452,5815170,01/24/2020,03/12/2029,No,No,L000008369,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,03/12/2029,"Marianne Chitwood, Director",chitwood@iu.edu,(812)855-0614
WHR956,ED,"Board of Governors, Missouri Southern State University",0002546273,No,A,22.5,304929,6860902,05/15/2020,03/23/2029,No,No,L000022823,"AirCanopy Internet Services, Inc.",No,12/10/2016,03/23/2029,Trever Davis,davis-t@mssu.edu,(417)625-9852
WHR943,ED,Florida Polytechnic University,0022813315,No,G,22.5,727082,16359345,03/08/2022,01/15/2032,No,No,L000020419,Sprint Spectrum License Holder LLC,Yes,10/26/2021,01/01/2029,,rdeiulio@floridapoly.edu,(863)874-8411
WHR942,ED,ARIZONA BOARD OF REGENTS FOR BENEFIT OF UNIVERSITY OF ARIZONA,0003732716,No,D,22.5,111614,2511315,06/18/2019,07/19/2029,No,No,L000008708,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,07/19/2029,"John Hess, Chief Operating Officer",JHess@azpm.org,(520)621-3163
WHR961,ED,SC EDUCATIONAL TELEVISION COMMISSION,0001861160,No,B,22.5,331178,7451505,05/01/2019,03/23/2029,No,No,L000041812,"WBSY Licensing, LLC",Yes,07/23/2020,03/23/2029,Vice President of Engineering,mjahnke@scetv.org,(803)737-3500
WHR964,ED,ARIZONA BOARD OF REGENTS FOR BENEFIT OF UNIVERSITY OF ARIZONA,0003732716,No,A,22.5,1021791,22990298,05/01/2019,04/22/2029,No,No,L000022682,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,04/22/2029,"John Hess, Chief Operating Officer",JHess@azpm.org,(520)621-3163
WHR966,ED,UNIVERSITY OF MAINE SYSTEM,0005046602,No,B,22.5,293219,6597428,05/22/2019,04/22/2029,No,No,L000014217,"RedZone Wireless, LLC",No,12/17/2014,04/22/2029,Michael Cyr,mcyr@maine.edu,(207)621-3560
WHR969,ED,UNIVERSITY OF MAINE SYSTEM,0005046602,No,G,22.5,383711,8633498,05/22/2019,04/22/2029,No,No,L000014218,"RedZone Wireless, LLC",No,12/17/2014,04/22/2029,Michael Cyr,mcyr@maine.edu,(207)621-3560
WHR963,ED,ARIZONA BOARD OF REGENTS FOR BENEFIT OF UNIVERSITY OF ARIZONA,0003732716,No,G,22.5,1021791,22990298,05/01/2019,04/22/2029,No,No,L000022683,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,04/22/2029,"John Hess, Chief Operating Officer",JHess@azpm.org,(520)621-3163
WHR965,ED,UNIVERSITY OF MAINE SYSTEM,0005046602,No,D,22.5,184089,4142002,05/22/2019,04/22/2029,No,No,L000014205,"RedZone Wireless, LLC",No,12/17/2014,04/22/2029,Michael Cyr,mcyr@maine.edu,(207)621-3560
WHR977,ED,FRIENDS UNIVERSITY,0002335297,No,G,22.5,634099,14267228,08/13/2019,08/24/2029,No,No,L000021102,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,08/24/2029,Kelley Williams,kwilliams@friends.edu,(316)295-5893
WHR971,ED,Brown University in the State of Rhode Island and Providence Plantations,0003599537,No,D,22.5,1731571,38960348,07/02/2019,07/19/2029,No,No,L000002561,"Clearwire Spectrum Holdings II, LLC",Yes,11/17/2007,11/17/2027,Timothy Wells,Timothy_Wells@brown.edu,(401)863-7166
WHR968,ED,UNIVERSITY OF MAINE SYSTEM,0005046602,No,A,22.5,468221,10534972,05/22/2019,04/22/2029,No,No,L000014224,"RedZone Wireless, LLC",No,12/17/2014,04/22/2029,Michael Cyr,mcyr@maine.edu,(207)621-3560
WHR972,ED,VPM Media Corporation,0006692347,No,D,22.5,1370406,30834135,12/04/2020,08/17/2030,No,No,L000010161,"Clearwire Spectrum Holdings II, LLC",Yes,11/30/2012,02/21/2027,Mark Spiller,mspiller@vpm.org,(804)560-8153
WHR985,ED,UNIVERSITY OF MAINE SYSTEM,0005046602,No,C,22.5,170378,3833505,09/24/2019,10/06/2029,No,No,L000014219,"RedZone Wireless, LLC",No,12/17/2014,10/06/2029,Michael Cyr,mcyr@maine.edu,(207)621-3560
WHR983,ED,UNIVERSITY OF MAINE SYSTEM,0005046602,No,G,22.5,175827,3956108,09/24/2019,10/06/2029,No,No,L000014207,"RedZone Wireless, LLC",No,12/17/2014,10/06/2029,Michael Cyr,mcyr@maine.edu,(207)621-3560
WHR982,ED,UNIVERSITY OF MAINE SYSTEM,0005046602,No,B,22.5,573682,12907845,09/24/2019,10/06/2029,No,No,L000014225,"RedZone Wireless, LLC",No,12/17/2014,10/06/2029,Michael Cyr,mcyr@maine.edu,(207)621-3560
WHR970,ED,WICHITA STATE UNIVERSITY,0008346769,No,C,22.5,629750,14169375,08/01/2019,04/22/2029,No,No,L000022698,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,04/22/2029,MEDIA RESOURCES CENTER,,(316)978-3575
WHR974,ED,SC EDUCATIONAL TELEVISION COMMISSION,0001861160,No,G,22.5,363704,8183340,06/18/2019,07/19/2029,No,No,L000041822,"WBSY Licensing, LLC",Yes,07/23/2020,07/19/2029,Vice President of Engineering,mjahnke@scetv.org,(803)737-3500
WHR967,ED,UNIVERSITY OF MAINE SYSTEM,0005046602,No,C,22.5,504379,11348528,05/22/2019,04/22/2029,No,No,L000014206,"RedZone Wireless, LLC",No,12/17/2014,04/22/2029,Michael Cyr,mcyr@maine.edu,(207)621-3560
WHR992,ED,UNIVERSITY OF MAINE SYSTEM,0005046602,No,C,22.5,228430,5139675,09/24/2019,10/06/2029,No,No,L000014209,"RedZone Wireless, LLC",No,12/17/2014,10/06/2029,Michael Cyr,mcyr@maine.edu,(207)621-3560
WHR981,ED,CATH D'CESE WICHITA KS NEWMAN UNIVERSITY,0007218134,No,D,22.5,643632,14481720,07/16/2020,06/29/2030,No,No,L000022697,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,06/29/2030,Icer Vaughan,vaughani@newmanu.edu,(316)942-4291
WHR978,ED,DUTCHESS COMMUNITY COLLEGE,0003438694,No,C,22.5,1118051,25156148,06/18/2019,07/01/2029,No,No,L000040533,"TDI Acquisition Sub, LLC",Yes,10/26/2021,02/13/2026,KLAUS GESSLER,gessler@sunydutchess.edu,(845)431-8939
WHR995,ED,DIOCESAN TELECOMMUNICATIONS CORP,0001684562,No,B,22.5,468400,10539000,04/13/2021,07/19/2029,No,No,L000000250,"NSAC, LLC",Yes,10/26/2021,06/14/2026,"Mark D. Cazalas, General Manager",mcazalas@GoCCN.org,(361)289-6437
WHR986,ED,UNIVERSITY OF MAINE SYSTEM,0005046602,No,C,22.5,24305,546862,09/24/2019,10/06/2029,No,No,L000014203,"RedZone Wireless, LLC",No,12/17/2014,10/06/2029,Michael Cyr,mcyr@maine.edu,(207)621-3560
